,Dominant Topic,Keywords,Number of Documents,(Doc) Percentage
1439,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
1440,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
1441,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1442,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
1443,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1444,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
1445,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1446,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
1447,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
1448,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1449,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
1450,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
1451,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
1452,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
1453,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
1454,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
1455,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
1456,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
1457,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
1458,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
1459,27.0,"work, make, job, people, time, talk, today, year, question, president",,
1460,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
1461,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
1462,21.0,"time, point, find, problem, number, change, give, call, work, start",,
1463,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
1464,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
1465,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
1466,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
1467,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1468,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
1469,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
1470,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
1471,7.0,"window, application, set, run, server, display, call, widget, program, client",,
1472,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
1473,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
1474,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
1475,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
1476,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
1477,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
1478,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
1479,7.0,"window, application, set, run, server, display, call, widget, program, client",,
1480,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
1481,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
1482,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1483,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
1484,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
1485,27.0,"work, make, job, people, time, talk, today, year, question, president",,
1486,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
1487,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1488,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
1489,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
1490,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
1491,7.0,"window, application, set, run, server, display, call, widget, program, client",,
1492,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
1493,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
1494,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
1495,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
1496,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
1497,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
1498,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
1499,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1500,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
1501,10.0,"people, life, man, child, make, love, time, die, live, woman",,
1502,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
1503,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
1504,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1505,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
1506,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
1507,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
1508,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
1509,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
1510,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
1511,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
1512,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
1513,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
1514,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
1515,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
1516,7.0,"window, application, set, run, server, display, call, widget, program, client",,
1517,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
1518,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
1519,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
1520,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
1521,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
1522,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
1523,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
1524,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
1525,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
1526,7.0,"window, application, set, run, server, display, call, widget, program, client",,
1527,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
1528,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
1529,27.0,"work, make, job, people, time, talk, today, year, question, president",,
1530,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
1531,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
1532,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
1533,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
1534,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
1535,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1536,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
1537,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
1538,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
1539,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
1540,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
1541,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
1542,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
1543,21.0,"time, point, find, problem, number, change, give, call, work, start",,
1544,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
1545,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1546,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
1547,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
1548,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
1549,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
1550,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
1551,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
1552,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1553,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
1554,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
1555,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
1556,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
1557,7.0,"window, application, set, run, server, display, call, widget, program, client",,
1558,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
1559,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
1560,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
1561,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
1562,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
1563,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
1564,24.0,"game, team, play, year, player, win, season, fan, run, score",,
1565,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
1566,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
1567,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
